gene,gene_full,vulnerability_score
TLL2,TLL2 (7093),-0.005027239
GMPR2,GMPR2 (51292),-0.0050278082
CTF1,CTF1 (1489),-0.005032114
SLC14A1,SLC14A1 (6563),-0.0050347783
C19orf47,C19orf47 (126526),-0.0050370786
PNMA2,PNMA2 (10687),-0.00503871
LY96,LY96 (23643),-0.00503927
CYB5R1,CYB5R1 (51706),-0.0050393133
ZNF43,ZNF43 (7594),-0.005043485
PDSS1,PDSS1 (23590),-0.0050453334
RAB38,RAB38 (23682),-0.0050457674
FPGT,FPGT (8790),-0.0050507244
SLC20A1,SLC20A1 (6574),-0.0050537717
TMEM131L,TMEM131L (23240),-0.005055035
ATP1A4,ATP1A4 (480),-0.005055323
SETX,SETX (23064),-0.0050569866
TUBA1A,TUBA1A (7846),-0.00505712
CD34,CD34 (947),-0.005058627
DYRK3,DYRK3 (8444),-0.005059794
KMT2C,KMT2C (58508),-0.00506211
SIDT2,SIDT2 (51092),-0.0050628325
FRMD7,FRMD7 (90167),-0.005064274
S100A2,S100A2 (6273),-0.005065131
FUZ,FUZ (80199),-0.0050655915
DCX,DCX (1641),-0.0050701313
C4orf46,C4orf46 (201725),-0.005070583
MYOZ1,MYOZ1 (58529),-0.0050736936
CYP1A1,CYP1A1 (1543),-0.005075739
GLYATL1,GLYATL1 (92292),-0.0050764643
ATP2C2,ATP2C2 (9914),-0.0050841114
SLC25A33,SLC25A33 (84275),-0.0050846227
GCFC2,GCFC2 (6936),-0.005084965
ZNF556,ZNF556 (80032),-0.0050851284
NRXN1,NRXN1 (9378),-0.0050857854
FLII,FLII (2314),-0.005086314
SIGLEC1,SIGLEC1 (6614),-0.0050900453
CRYBA2,CRYBA2 (1412),-0.0050982297
ATOSA,ATOSA (56204),-0.005098998
TYSND1,TYSND1 (219743),-0.0051006884
C6orf52,C6orf52 (347744),-0.005103751
ANXA1,ANXA1 (301),-0.005105828
FAM178B,FAM178B (51252),-0.005106926
CNMD,CNMD (11061),-0.0051083067
WDSUB1,WDSUB1 (151525),-0.0051088682
PTGDS,PTGDS (5730),-0.005110442
CA4,CA4 (762),-0.0051104566
GADL1,GADL1 (339896),-0.0051128245
PLXNB2,PLXNB2 (23654),-0.005113063
ZDHHC11,ZDHHC11 (79844),-0.0051147817
WDPCP,WDPCP (51057),-0.0051162154
AFF4,AFF4 (27125),-0.0051174755
HEATR5B,HEATR5B (54497),-0.005120864
PRUNE2,PRUNE2 (158471),-0.0051209494
ADAMTSL1,ADAMTSL1 (92949),-0.005121541
LZTS1,LZTS1 (11178),-0.005122657
PRSS27,PRSS27 (83886),-0.0051266183
MCTP2,MCTP2 (55784),-0.0051318095
ITSN2,ITSN2 (50618),-0.0051333313
NFIC,NFIC (4782),-0.005135613
MAG,MAG (4099),-0.0051376754
GAREM2,GAREM2 (150946),-0.005137687
EBF4,EBF4 (57593),-0.0051380736
GMPR,GMPR (2766),-0.0051397
LUZP1,LUZP1 (7798),-0.005140823
NSG1,NSG1 (27065),-0.0051419297
ENKUR,ENKUR (219670),-0.005144933
FBXL20,FBXL20 (84961),-0.005148295
SUCLG1,SUCLG1 (8802),-0.0051510725
ZBTB48,ZBTB48 (3104),-0.0051543997
IL17D,IL17D (53342),-0.005156684
NEO1,NEO1 (4756),-0.005159034
UBQLN2,UBQLN2 (29978),-0.0051591056
NCKAP5,NCKAP5 (344148),-0.005160432
PIWIL1,PIWIL1 (9271),-0.00516077
ZNF860,ZNF860 (344787),-0.0051610717
CRB3,CRB3 (92359),-0.0051633012
PLIN2,PLIN2 (123),-0.005164003
ZNF280B,ZNF280B (140883),-0.0051673944
ARHGEF10L,ARHGEF10L (55160),-0.0051695714
MALSU1,MALSU1 (115416),-0.0051703793
CX3CL1,CX3CL1 (6376),-0.005173884
TBX10,TBX10 (347853),-0.005175957
TCEAL8,TCEAL8 (90843),-0.0051797903
H4C6,H4C6 (8361),-0.0051810467
OAT,OAT (4942),-0.0051816716
TEX38,TEX38 (374973),-0.0051825135
FSD1,FSD1 (79187),-0.0051826187
CPLX1,CPLX1 (10815),-0.005183511
EDN2,EDN2 (1907),-0.005187001
NIPBL,NIPBL (25836),-0.005189256
GIPC2,GIPC2 (54810),-0.0051909843
ABCG2,ABCG2 (9429),-0.0051921583
PAX4,PAX4 (5078),-0.0051922193
FLNC,FLNC (2318),-0.0051936377
SEMA6A,SEMA6A (57556),-0.0051951027
USP6NL,USP6NL (9712),-0.005198592
ZNF596,ZNF596 (169270),-0.005198991
TK1,TK1 (7083),-0.0051993993
ZNF90,ZNF90 (7643),-0.005200213
UGT8,UGT8 (7368),-0.0052011884
LRRC26,LRRC26 (389816),-0.0052043726
NKX2-3,NKX2-3 (159296),-0.0052050636
NEIL2,NEIL2 (252969),-0.0052052313
GLIPR1,GLIPR1 (11010),-0.0052056047
ZNF607,ZNF607 (84775),-0.0052079074
OSGIN1,OSGIN1 (29948),-0.005216421
HIC1,HIC1 (3090),-0.00521739
MINDY3,MINDY3 (80013),-0.005219797
LARGE1,LARGE1 (9215),-0.0052310685
EQTN,EQTN (54586),-0.005232596
ZNF35,ZNF35 (7584),-0.0052336566
SLC28A2,SLC28A2 (9153),-0.0052357614
ZNF592,ZNF592 (9640),-0.0052390955
KRTAP21-1,KRTAP21-1 (337977),-0.0052401405
DCANP1,DCANP1 (140947),-0.0052433666
RIC8B,RIC8B (55188),-0.005248014
CEBPE,CEBPE (1053),-0.005250881
YBEY,YBEY (54059),-0.0052510127
H3C1,H3C1 (8350),-0.0052513727
DBX2,DBX2 (440097),-0.005252248
SLC38A10,SLC38A10 (124565),-0.00525622
PRKACB,PRKACB (5567),-0.005257517
DNAJB4,DNAJB4 (11080),-0.005258894
TCTE1,TCTE1 (202500),-0.0052594626
RNPEP,RNPEP (6051),-0.005262619
CLTB,CLTB (1212),-0.005263278
SLC4A4,SLC4A4 (8671),-0.005263322
SLC7A9,SLC7A9 (11136),-0.005266596
PACC1,PACC1 (55248),-0.00526863
HBEGF,HBEGF (1839),-0.005269529
LTN1,LTN1 (26046),-0.005270235
HNRNPUL1,HNRNPUL1 (11100),-0.0052721375
HEMGN,HEMGN (55363),-0.0052744728
ECHDC2,ECHDC2 (55268),-0.00528381
AGPS,AGPS (8540),-0.005287534
IL37,IL37 (27178),-0.005287989
FAM217B,FAM217B (63939),-0.0052883085
IVD,IVD (3712),-0.0052891043
GDPD2,GDPD2 (54857),-0.005294247
LIPC,LIPC (3990),-0.0052953353
ZNF23,ZNF23 (7571),-0.00529786
RAD18,RAD18 (56852),-0.0053016366
CYP4A22,CYP4A22 (284541),-0.0053025717
REP15,REP15 (387849),-0.0053062905
MFN1,MFN1 (55669),-0.005306377
SLK,SLK (9748),-0.0053072893
DUSP14,DUSP14 (11072),-0.005307418
DNASE1L3,DNASE1L3 (1776),-0.0053082053
ARMCX6,ARMCX6 (54470),-0.00530931
SFTPC,SFTPC (6440),-0.005312854
TTBK2,TTBK2 (146057),-0.005314837
ZNF502,ZNF502 (91392),-0.0053166375
DPP10,DPP10 (57628),-0.005316757
LYAR,LYAR (55646),-0.0053198826
PKP4,PKP4 (8502),-0.0053214147
NACAD,NACAD (23148),-0.0053228056
PIGK,PIGK (10026),-0.0053242496
GLUD2,GLUD2 (2747),-0.0053252536
FGF13,FGF13 (2258),-0.0053260988
JADE3,JADE3 (9767),-0.0053262305
MRPL30,MRPL30 (51263),-0.005328713
SHC2,SHC2 (25759),-0.0053292443
SIX5,SIX5 (147912),-0.005329353
CHST2,CHST2 (9435),-0.005331575
ARHGAP5,ARHGAP5 (394),-0.005332159
BPGM,BPGM (669),-0.005332259
FGF21,FGF21 (26291),-0.0053351363
DSG3,DSG3 (1830),-0.0053373654
MZB1,MZB1 (51237),-0.005337816
CD247,CD247 (919),-0.0053408127
SOX12,SOX12 (6666),-0.005343052
CHCHD3,CHCHD3 (54927),-0.0053441697
EMID1,EMID1 (129080),-0.005344884
MAST4,MAST4 (375449),-0.005347868
KRT4,KRT4 (3851),-0.005350154
KDR,KDR (3791),-0.0053521735
RET,RET (5979),-0.0053538294
GCNT3,GCNT3 (9245),-0.0053550852
CD8A,CD8A (925),-0.005356905
MNX1,MNX1 (3110),-0.0053581316
PSIP1,PSIP1 (11168),-0.0053593838
AIF1,AIF1 (199),-0.005365499
PRAME,PRAME (23532),-0.0053662807
ACOT8,ACOT8 (10005),-0.0053672614
C2CD4B,C2CD4B (388125),-0.0053677675
RTL10,RTL10 (79680),-0.0053688902
FSCB,FSCB (84075),-0.005371816
ZNF75D,ZNF75D (7626),-0.0053726058
PYY,PYY (5697),-0.005375073
DNAJC25,DNAJC25 (548645),-0.005378129
ZNF221,ZNF221 (7638),-0.005379131
SPTBN5,SPTBN5 (51332),-0.005380162
PATE2,PATE2 (399967),-0.0053814203
VSTM2L,VSTM2L (128434),-0.0053858296
FAH,FAH (2184),-0.005386871
C6orf62,C6orf62 (81688),-0.005390344
BRAF,BRAF (673),-0.0053909803
ZFYVE28,ZFYVE28 (57732),-0.0053923535
KRIT1,KRIT1 (889),-0.005395439
SOX18,SOX18 (54345),-0.0053964695
PRMT6,PRMT6 (55170),-0.005399063
NDUFA6,NDUFA6 (4700),-0.005400414
ITGA2B,ITGA2B (3674),-0.0054014903
ZNF746,ZNF746 (155061),-0.005402367
FAM98C,FAM98C (147965),-0.005403405
TRPM1,TRPM1 (4308),-0.005403519
LMTK3,LMTK3 (114783),-0.0054045324
CEP63,CEP63 (80254),-0.0054068705
MAP1LC3B,MAP1LC3B (81631),-0.005406887
CHST12,CHST12 (55501),-0.0054120426
CETN3,CETN3 (1070),-0.0054179155
OTUD3,OTUD3 (23252),-0.005420542
CRACR2A,CRACR2A (84766),-0.0054238997
PIN4,PIN4 (5303),-0.0054269903
MIPEP,MIPEP (4285),-0.005429511
BCDIN3D,BCDIN3D (144233),-0.0054380917
MEA1,MEA1 (4201),-0.005439484
KLC4,KLC4 (89953),-0.0054417173
GRID2,GRID2 (2895),-0.0054424554
STEAP3,STEAP3 (55240),-0.0054461756
PTCHD1,PTCHD1 (139411),-0.0054489058
ZNF568,ZNF568 (374900),-0.0054489537
EPHA8,EPHA8 (2046),-0.005449304
CDC42EP1,CDC42EP1 (11135),-0.0054494785
NPHP4,NPHP4 (261734),-0.005449896
TLE1,TLE1 (7088),-0.005451536
POU2F3,POU2F3 (25833),-0.0054538
LMCD1,LMCD1 (29995),-0.0054623587
HIGD1C,HIGD1C (613227),-0.005462807
APP,APP (351),-0.005462941
SLC12A9,SLC12A9 (56996),-0.0054679913
EHD3,EHD3 (30845),-0.005471547
COQ7,COQ7 (10229),-0.005473256
DLX4,DLX4 (1748),-0.0054736366
KCNJ11,KCNJ11 (3767),-0.0054776194
ENO3,ENO3 (2027),-0.005480418
KCNG3,KCNG3 (170850),-0.0054841307
SLC17A7,SLC17A7 (57030),-0.0054888823
SLC2A11,SLC2A11 (66035),-0.005489586
ARF3,ARF3 (377),-0.0054911994
HOXB2,HOXB2 (3212),-0.0054915454
SPRYD7,SPRYD7 (57213),-0.0054920507
FOXA1,FOXA1 (3169),-0.005493285
PHRF1,PHRF1 (57661),-0.005494703
USP20,USP20 (10868),-0.005495463
EEF1AKMT3,EEF1AKMT3 (25895),-0.0054955124
TBX21,TBX21 (30009),-0.0054974286
ALOX15,ALOX15 (246),-0.0054995036
NUCKS1,NUCKS1 (64710),-0.00550036
CYRIB,CYRIB (51571),-0.0055051083
SMARCA2,SMARCA2 (6595),-0.0055072694
GFRA2,GFRA2 (2675),-0.0055085775
PKDREJ,PKDREJ (10343),-0.005512486
ITGB7,ITGB7 (3695),-0.0055186558
TNS3,TNS3 (64759),-0.005518699
CDKL3,CDKL3 (51265),-0.0055195983
TESMIN,TESMIN (9633),-0.0055220244
PLAAT3,PLAAT3 (11145),-0.005525729
GYPE,GYPE (2996),-0.0055271154
SREK1,SREK1 (140890),-0.005529601
VCAN,VCAN (1462),-0.005529677
PHTF1,PHTF1 (10745),-0.0055321027
FAM76B,FAM76B (143684),-0.0055358373
C17orf78,C17orf78 (284099),-0.005536437
GPR137,GPR137 (56834),-0.0055368654
FAM110A,FAM110A (83541),-0.0055381297
COL22A1,COL22A1 (169044),-0.005549439
PMCH,PMCH (5367),-0.005551109
PRDM8,PRDM8 (56978),-0.005552904
SMIM20,SMIM20 (389203),-0.005557232
SLC2A8,SLC2A8 (29988),-0.0055577997
NHLRC4,NHLRC4 (283948),-0.005558258
CDC42EP4,CDC42EP4 (23580),-0.005566152
PI15,PI15 (51050),-0.005576027
CMSS1,CMSS1 (84319),-0.0055787726
CEP19,CEP19 (84984),-0.005584539
VSIG2,VSIG2 (23584),-0.0055865566
CEP126,CEP126 (57562),-0.0055929874
TMEM30B,TMEM30B (161291),-0.0055937394
HSF5,HSF5 (124535),-0.0055938903
SCGN,SCGN (10590),-0.0055946438
STXBP5L,STXBP5L (9515),-0.0055946913
SH2D4A,SH2D4A (63898),-0.0055956803
CDK2AP2,CDK2AP2 (10263),-0.0056030834
SEMA3C,SEMA3C (10512),-0.005604393
DYRK4,DYRK4 (8798),-0.0056072683
IFI35,IFI35 (3430),-0.005612121
RNF114,RNF114 (55905),-0.0056133014
TPPP2,TPPP2 (122664),-0.0056142565
MX2,MX2 (4600),-0.005614297
CHIC1,CHIC1 (53344),-0.005615371
SLC35F3,SLC35F3 (148641),-0.005615735
RIMKLB,RIMKLB (57494),-0.00561834
CAPZA1,CAPZA1 (829),-0.005623619
C2orf76,C2orf76 (130355),-0.005623713
PANK1,PANK1 (53354),-0.005625017
GAPDHS,GAPDHS (26330),-0.005626375
MLPH,MLPH (79083),-0.0056275916
OTOP1,OTOP1 (133060),-0.0056306063
ZNF692,ZNF692 (55657),-0.0056324275
ARID5A,ARID5A (10865),-0.0056338967
CELF3,CELF3 (11189),-0.0056393873
PANK3,PANK3 (79646),-0.005639641
STAB2,STAB2 (55576),-0.00564072
TRIM55,TRIM55 (84675),-0.0056446255
MGAT4B,MGAT4B (11282),-0.005647132
NDUFAF7,NDUFAF7 (55471),-0.0056507722
TMEM187,TMEM187 (8269),-0.0056508593
PLA2G7,PLA2G7 (7941),-0.005651008
ZNF414,ZNF414 (84330),-0.0056526437
SH3YL1,SH3YL1 (26751),-0.0056545716
MYL7,MYL7 (58498),-0.0056584044
SHISA4,SHISA4 (149345),-0.0056587043
SLC30A4,SLC30A4 (7782),-0.005659603
LENEP,LENEP (55891),-0.0056603374
S100A8,S100A8 (6279),-0.0056623206
ALDH2,ALDH2 (217),-0.0056655924
C6orf120,C6orf120 (387263),-0.005670123
MEX3C,MEX3C (51320),-0.005670407
DEFB115,DEFB115 (245929),-0.0056733256
COL27A1,COL27A1 (85301),-0.0056742374
ANKS3,ANKS3 (124401),-0.005675348
PDZD3,PDZD3 (79849),-0.005676483
CNTNAP1,CNTNAP1 (8506),-0.0056773145
CCL19,CCL19 (6363),-0.005678411
BRMS1,BRMS1 (25855),-0.0056810044
DCPS,DCPS (28960),-0.0056830426
TSACC,TSACC (128229),-0.005690117
CPB2,CPB2 (1361),-0.0056921407
RFK,RFK (55312),-0.0056922506
PLAG1,PLAG1 (5324),-0.005695263
TTF1,TTF1 (7270),-0.0056991973
PHF20L1,PHF20L1 (51105),-0.0056992304
GABRD,GABRD (2563),-0.0057001836
BCO2,BCO2 (83875),-0.005701457
DDX1,DDX1 (1653),-0.005703582
FABP12,FABP12 (646486),-0.0057038944
PCSK1N,PCSK1N (27344),-0.0057057855
TTC9B,TTC9B (148014),-0.0057081035
PPP2R5A,PPP2R5A (5525),-0.005709549
MMP26,MMP26 (56547),-0.0057101506
MYOC,MYOC (4653),-0.005710904
PIGC,PIGC (5279),-0.0057194284
FLYWCH1,FLYWCH1 (84256),-0.005723049
CCBE1,CCBE1 (147372),-0.0057237316
ZNF875,ZNF875 (284459),-0.005724626
NFIL3,NFIL3 (4783),-0.0057290383
NFIX,NFIX (4784),-0.0057290844
TIMM10B,TIMM10B (26515),-0.0057295705
VIL1,VIL1 (7429),-0.005733499
CD58,CD58 (965),-0.0057355473
SENP8,SENP8 (123228),-0.0057419925
ZNF460,ZNF460 (10794),-0.005743615
ZBTB9,ZBTB9 (221504),-0.0057474026
TYROBP,TYROBP (7305),-0.0057598776
PTP4A2,PTP4A2 (8073),-0.005760052
SYT12,SYT12 (91683),-0.0057622236
ADRA1B,ADRA1B (147),-0.0057642544
RSBN1L,RSBN1L (222194),-0.0057686362
HOXA3,HOXA3 (3200),-0.0057689296
FLT4,FLT4 (2324),-0.0057731
NYNRIN,NYNRIN (57523),-0.005775166
ECHS1,ECHS1 (1892),-0.0057756575
ASTL,ASTL (431705),-0.005777095
FAM216A,FAM216A (29902),-0.005779386
GTF2I,GTF2I (2969),-0.0057831034
GPR68,GPR68 (8111),-0.005783245
DKK2,DKK2 (27123),-0.0057859956
CORO2A,CORO2A (7464),-0.0057876436
ART3,ART3 (419),-0.0057920823
TRIM16,TRIM16 (10626),-0.0057937354
TRPV3,TRPV3 (162514),-0.0057955645
RGS11,RGS11 (8786),-0.005795831
CLCN6,CLCN6 (1185),-0.005799805
CCNO,CCNO (10309),-0.0058005974
LPIN3,LPIN3 (64900),-0.0058010034
SETD4,SETD4 (54093),-0.0058035683
RUSC1,RUSC1 (23623),-0.005804327
HPX,HPX (3263),-0.005805828
TGFBI,TGFBI (7045),-0.0058091437
MIER1,MIER1 (57708),-0.0058114785
PLP2,PLP2 (5355),-0.005811807
RXFP3,RXFP3 (51289),-0.0058138142
SHISA5,SHISA5 (51246),-0.005814647
FAM9B,FAM9B (171483),-0.0058187805
SEC22C,SEC22C (9117),-0.005826428
LTB4R,LTB4R (1241),-0.005826811
SEC23A,SEC23A (10484),-0.00582888
CR1,CR1 (1378),-0.005829704
TNFRSF8,TNFRSF8 (943),-0.0058330675
SERPINF1,SERPINF1 (5176),-0.0058345264
ZNF665,ZNF665 (79788),-0.005835459
OAS3,OAS3 (4940),-0.0058358205
DNMT3L,DNMT3L (29947),-0.0058362875
HRH3,HRH3 (11255),-0.0058380794
IL1F10,IL1F10 (84639),-0.0058381907
SMPD2,SMPD2 (6610),-0.0058382885
STAT2,STAT2 (6773),-0.0058478094
ADAMTS14,ADAMTS14 (140766),-0.0058482657
VSTM4,VSTM4 (196740),-0.005850804
ATOH8,ATOH8 (84913),-0.0058509703
GJB3,GJB3 (2707),-0.0058546034
PARVG,PARVG (64098),-0.005857314
RILP,RILP (83547),-0.005861408
C2orf68,C2orf68 (388969),-0.0058639436
PIP,PIP (5304),-0.0058668773
CALHM4,CALHM4 (221301),-0.0058689495
NSMCE2,NSMCE2 (286053),-0.0058715264
LRRC51,LRRC51 (120356739),-0.0058726217
TCAF1,TCAF1 (9747),-0.005873188
NUDT15,NUDT15 (55270),-0.005876141
GNA15,GNA15 (2769),-0.005876802
TMEM223,TMEM223 (79064),-0.0058770515
MTX3,MTX3 (345778),-0.0058774683
CAPZA2,CAPZA2 (830),-0.0058799
CCDC28B,CCDC28B (79140),-0.005880117
ORMDL1,ORMDL1 (94101),-0.0058817975
MYL6,MYL6 (4637),-0.0058818962
MS4A6A,MS4A6A (64231),-0.005882264
MBD5,MBD5 (55777),-0.0058831153
PTGIR,PTGIR (5739),-0.0058879065
BCL2,BCL2 (596),-0.0058889226
LRP8,LRP8 (7804),-0.0058919485
PMEL,PMEL (6490),-0.0058930675
TCHH,TCHH (7062),-0.0058930903
SLC25A28,SLC25A28 (81894),-0.0058941967
CNDP1,CNDP1 (84735),-0.0058952356
KRT5,KRT5 (3852),-0.005897016
RWDD3,RWDD3 (25950),-0.005898304
GP1BB,GP1BB (2812),-0.0059044473
TPPP,TPPP (11076),-0.0059071453
SCML1,SCML1 (6322),-0.0059107854
PPY,PPY (5539),-0.0059177363
LNPEP,LNPEP (4012),-0.0059194686
CXCL14,CXCL14 (9547),-0.0059223827
CUL4A,CUL4A (8451),-0.005936577
PLA2G2F,PLA2G2F (64600),-0.005939069
ZC3H4,ZC3H4 (23211),-0.0059404788
S100P,S100P (6286),-0.005940603
CHRM1,CHRM1 (1128),-0.005942532
C1GALT1,C1GALT1 (56913),-0.0059494465
CNTNAP5,CNTNAP5 (129684),-0.0059505347
SMCO3,SMCO3 (440087),-0.0059518507
CD27,CD27 (939),-0.005952159
GBA1,GBA1 (2629),-0.0059565525
DLGAP3,DLGAP3 (58512),-0.005958367
ZMAT3,ZMAT3 (64393),-0.0059585166
SLC5A5,SLC5A5 (6528),-0.0059591257
CCDC69,CCDC69 (26112),-0.0059665614
ASPRV1,ASPRV1 (151516),-0.0059674736
PABPC5,PABPC5 (140886),-0.005969872
PPFIA3,PPFIA3 (8541),-0.005970511
TMPRSS11A,TMPRSS11A (339967),-0.00597296
MED15,MED15 (51586),-0.0059817224
DLGAP2,DLGAP2 (9228),-0.005984273
ORC2,ORC2 (4999),-0.0059855096
WDR19,WDR19 (57728),-0.0059864884
SBF2,SBF2 (81846),-0.005987029
TMEM252,TMEM252 (169693),-0.0059925066
FAM124A,FAM124A (220108),-0.005994143
GLIPR1L2,GLIPR1L2 (144321),-0.0059946575
CNTFR,CNTFR (1271),-0.005995423
DIRAS3,DIRAS3 (9077),-0.005996513
SLC25A34,SLC25A34 (284723),-0.006002652
MAGEE1,MAGEE1 (57692),-0.006007912
C3orf38,C3orf38 (285237),-0.0060135084
WWP2,WWP2 (11060),-0.0060143494
PLCG2,PLCG2 (5336),-0.0060170447
HAS1,HAS1 (3036),-0.006017795
ELF1,ELF1 (1997),-0.0060182386
WASHC4,WASHC4 (23325),-0.0060225
CD180,CD180 (4064),-0.006023532
FAM78A,FAM78A (286336),-0.006026216
RTKN,RTKN (6242),-0.006030323
TCP11L1,TCP11L1 (55346),-0.006030437
NDST2,NDST2 (8509),-0.0060356837
FAM98B,FAM98B (283742),-0.0060365098
SPANXN1,SPANXN1 (494118),-0.006037791
KLF13,KLF13 (51621),-0.0060387696
TTC13,TTC13 (79573),-0.006038861
FAM110C,FAM110C (642273),-0.0060396628
MYO5B,MYO5B (4645),-0.0060398295
DAPL1,DAPL1 (92196),-0.0060436423
HACL1,HACL1 (26061),-0.0060441294
ALOX5,ALOX5 (240),-0.006046436
PAIP1,PAIP1 (10605),-0.0060473876
ANKRD37,ANKRD37 (353322),-0.0060494416
PCDHGB2,PCDHGB2 (56103),-0.0060494817
CCNB2,CCNB2 (9133),-0.0060523073
MRPL22,MRPL22 (29093),-0.006052509
STC1,STC1 (6781),-0.006053264
VILL,VILL (50853),-0.006055867
METTL6,METTL6 (131965),-0.0060562743
DTWD1,DTWD1 (56986),-0.0060565067
SNRK,SNRK (54861),-0.006056986
GALNT4,GALNT4 (8693),-0.006057563
FAM187B,FAM187B (148109),-0.0060586547
PJA2,PJA2 (9867),-0.0060593076
HDAC9,HDAC9 (9734),-0.0060601532
POM121L2,POM121L2 (94026),-0.006060262
CHST8,CHST8 (64377),-0.006060577
CNBD1,CNBD1 (168975),-0.0060627027
CAMKV,CAMKV (79012),-0.006063095
PET100,PET100 (100131801),-0.006063949
UBLCP1,UBLCP1 (134510),-0.006064013
PKP1,PKP1 (5317),-0.006064971
GZF1,GZF1 (64412),-0.0060661915
SMPX,SMPX (23676),-0.0060704197
ZNF45,ZNF45 (7596),-0.006071326
GBP6,GBP6 (163351),-0.0060724756
IRS1,IRS1 (3667),-0.0060741133
MITD1,MITD1 (129531),-0.006074171
NCS1,NCS1 (23413),-0.0060744463
RAB2B,RAB2B (84932),-0.0060793585
KCTD20,KCTD20 (222658),-0.00607975
INSRR,INSRR (3645),-0.0060799443
ERBIN,ERBIN (55914),-0.00608026
IRX5,IRX5 (10265),-0.006081199
TMED9,TMED9 (54732),-0.0060839746
PDGFA,PDGFA (5154),-0.006084248
ATG2B,ATG2B (55102),-0.0060847336
C2orf88,C2orf88 (84281),-0.0060880594
EAF2,EAF2 (55840),-0.0060896883
SH3BP5,SH3BP5 (9467),-0.0060899854
LANCL2,LANCL2 (55915),-0.0060948273
EMP3,EMP3 (2014),-0.0060956366
ENDOU,ENDOU (8909),-0.0060958196
TBC1D15,TBC1D15 (64786),-0.006096048
ABCB4,ABCB4 (5244),-0.006096359
FOLR1,FOLR1 (2348),-0.0060964054
SOX3,SOX3 (6658),-0.0060995454
ZNF589,ZNF589 (51385),-0.0060999854
KRT6C,KRT6C (286887),-0.0061005065
C11orf80,C11orf80 (79703),-0.006102409
SNAI3,SNAI3 (333929),-0.0061071985
LMAN2L,LMAN2L (81562),-0.0061085243
CDCA2,CDCA2 (157313),-0.006109131
C20orf85,C20orf85 (128602),-0.006110278
NOVA2,NOVA2 (4858),-0.006111365
FOXL2,FOXL2 (668),-0.0061138324
TMEM8B,TMEM8B (51754),-0.006115951
HSPA14,HSPA14 (51182),-0.006115979
CDHR1,CDHR1 (92211),-0.0061168512
KLK1,KLK1 (3816),-0.0061186594
UBE3A,UBE3A (7337),-0.0061199986
KASH5,KASH5 (147872),-0.006120121
TMIE,TMIE (259236),-0.0061215125
COL20A1,COL20A1 (57642),-0.006123532
GARIN6,GARIN6 (196472),-0.0061250627
EFR3B,EFR3B (22979),-0.0061274557
ERN1,ERN1 (2081),-0.006132264
CCDC181,CCDC181 (57821),-0.006132701
DPP4,DPP4 (1803),-0.0061376775
LCT,LCT (3938),-0.006146216
TRIM68,TRIM68 (55128),-0.006146244
TMEM273,TMEM273 (170371),-0.0061467076
DCAF17,DCAF17 (80067),-0.0061553265
FGD1,FGD1 (2245),-0.006155376
CYP4X1,CYP4X1 (260293),-0.0061570015
NCSTN,NCSTN (23385),-0.0061575347
CYP4F2,CYP4F2 (8529),-0.0061636404
BTBD17,BTBD17 (388419),-0.006166951
VIT,VIT (5212),-0.0061695124
GNPTG,GNPTG (84572),-0.006170566
MRPS18C,MRPS18C (51023),-0.0061735115
RARRES2,RARRES2 (5919),-0.006178502
SSTR5,SSTR5 (6755),-0.0061844997
RCC2,RCC2 (55920),-0.006188635
RBPJ,RBPJ (3516),-0.0061890576
NALF1,NALF1 (728215),-0.0061901873
ATP6V0A1,ATP6V0A1 (535),-0.00619192
MFAP2,MFAP2 (4237),-0.00619308
FOXP4,FOXP4 (116113),-0.006194059
CHST6,CHST6 (4166),-0.0061946106
ESPNL,ESPNL (339768),-0.0061946926
LYZL6,LYZL6 (57151),-0.006200349
PTGES2,PTGES2 (80142),-0.0062004994
SYT17,SYT17 (51760),-0.006202623
SLITRK2,SLITRK2 (84631),-0.0062047676
ZNF705G,ZNF705G (100131980),-0.0062052165
PJA1,PJA1 (64219),-0.0062103854
GALNT8,GALNT8 (26290),-0.006212408
BTBD2,BTBD2 (55643),-0.0062136073
KCNB2,KCNB2 (9312),-0.0062153907
TCF20,TCF20 (6942),-0.006215712
KRTAP10-10,KRTAP10-10 (353333),-0.006215824
LAMC3,LAMC3 (10319),-0.0062158466
NFX1,NFX1 (4799),-0.00621724
NLRC5,NLRC5 (84166),-0.0062179174
MTNR1B,MTNR1B (4544),-0.0062195803
SPIRE1,SPIRE1 (56907),-0.006223836
ETFA,ETFA (2108),-0.006226741
KCNT2,KCNT2 (343450),-0.006230543
CCDC88A,CCDC88A (55704),-0.0062313126
NXPE2,NXPE2 (120406),-0.0062340014
PCARE,PCARE (388939),-0.006234912
YAF2,YAF2 (10138),-0.006235717
TRAPPC13,TRAPPC13 (80006),-0.0062358147
INSM2,INSM2 (84684),-0.0062362542
OSBPL1A,OSBPL1A (114876),-0.006239223
DHCR7,DHCR7 (1717),-0.0062394
LHX1,LHX1 (3975),-0.0062402664
TAS2R46,TAS2R46 (259292),-0.0062416005
C1QTNF7,C1QTNF7 (114905),-0.0062425383
COQ8B,COQ8B (79934),-0.006244029
SVBP,SVBP (374969),-0.006245182
LY6H,LY6H (4062),-0.006247102
KLK8,KLK8 (11202),-0.0062480816
